id,name,short_description,long_description,features,category,image_url,price,created_on,updated_on
285,Air Fryer Model-285,High quality air fryer model-285 built for durability.,Experience premium performance with the Air Fryer Model-285.,Premium Quality/Durable Build/Version v285,kitchen,https://images.unsplash.com/photo-1517775642?auto=format&fit=crop&w=500&q=80&sig=285,1061.9,2026-06-25 08:00:41,2026-08-18 06:13:41
286,Puzzle Set Model-286,High quality puzzle set model-286 built for durability.,Experience premium performance with the Puzzle Set Model-286.,Premium Quality/Durable Build/Version v286,toys,https://images.unsplash.com/photo-1574183699?auto=format&fit=crop&w=500&q=80&sig=286,2261.18,2026-03-12 09:35:42,2026-03-13 05:58:45
287,Hair Dryer Model-287,High quality hair dryer model-287 built for durability.,Experience premium performance with the Hair Dryer Model-287.,Premium Quality/Durable Build/Version v287,beauty,https://images.unsplash.com/photo-1553518415?auto=format&fit=crop&w=500&q=80&sig=287,2208.96,2026-05-03 09:43:28,2026-05-06 16:01:33
288,Umbrella Model-288,High quality umbrella model-288 built for durability.,Experience premium performance with the Umbrella Model-288.,Premium Quality/Durable Build/Version v288,others,https://images.unsplash.com/photo-1588768760?auto=format&fit=crop&w=500&q=80&sig=288,1863.33,2026-03-13 00:15:44,2026-05-10 00:55:02
289,RC Car Model-289,High quality rc car model-289 built for durability.,Experience premium performance with the RC Car Model-289.,Premium Quality/Durable Build/Version v289,toys,https://images.unsplash.com/photo-1519641602?auto=format&fit=crop&w=500&q=80&sig=289,1897.14,2026-06-26 17:30:47,2026-08-06 04:22:29
290,Headphones Model-290,High quality headphones model-290 built for durability.,Experience premium performance with the Headphones Model-290.,Premium Quality/Durable Build/Version v290,electronics,https://images.unsplash.com/photo-1537266224?auto=format&fit=crop&w=500&q=80&sig=290,1994.14,2026-01-28 12:12:02,2026-03-22 12:12:46
291,Puzzle Set Model-291,High quality puzzle set model-291 built for durability.,Experience premium performance with the Puzzle Set Model-291.,Premium Quality/Durable Build/Version v291,toys,https://images.unsplash.com/photo-1585400398?auto=format&fit=crop&w=500&q=80&sig=291,2245.32,2026-03-25 20:09:18,2026-05-23 15:23:50
292,Power Bank Model-292,High quality power bank model-292 built for durability.,Experience premium performance with the Power Bank Model-292.,Premium Quality/Durable Build/Version v292,electronics,https://images.unsplash.com/photo-1531067200?auto=format&fit=crop&w=500&q=80&sig=292,403.53,2026-01-17 09:46:30,2026-03-01 07:28:09
293,Electric Razor Model-293,High quality electric razor model-293 built for durability.,Experience premium performance with the Electric Razor Model-293.,Premium Quality/Durable Build/Version v293,beauty,https://images.unsplash.com/photo-1534307594?auto=format&fit=crop&w=500&q=80&sig=293,1088.9,2026-04-13 19:48:50,2026-05-07 21:38:35
294,Laptop Stand Model-294,High quality laptop stand model-294 built for durability.,Experience premium performance with the Laptop Stand Model-294.,Premium Quality/Durable Build/Version v294,computers,https://images.unsplash.com/photo-1537199606?auto=format&fit=crop&w=500&q=80&sig=294,2527.6,2026-05-15 01:04:44,2026-06-26 14:13:58
295,Electric Razor Model-295,High quality electric razor model-295 built for durability.,Experience premium performance with the Electric Razor Model-295.,Premium Quality/Durable Build/Version v295,beauty,https://images.unsplash.com/photo-1557071005?auto=format&fit=crop&w=500&q=80&sig=295,1648.16,2026-03-26 07:51:13,2026-05-02 22:10:46
296,Action Figure Model-296,High quality action figure model-296 built for durability.,Experience premium performance with the Action Figure Model-296.,Premium Quality/Durable Build/Version v296,toys,https://images.unsplash.com/photo-1514914807?auto=format&fit=crop&w=500&q=80&sig=296,419.43,2026-06-03 08:36:26,2026-07-25 10:07:42
297,Makeup Kit Model-297,High quality makeup kit model-297 built for durability.,Experience premium performance with the Makeup Kit Model-297.,Premium Quality/Durable Build/Version v297,beauty,https://images.unsplash.com/photo-1565648606?auto=format&fit=crop&w=500&q=80&sig=297,2885.32,2026-05-19 07:33:54,2026-07-09 23:50:10
298,Bed Frame Model-298,High quality bed frame model-298 built for durability.,Experience premium performance with the Bed Frame Model-298.,Premium Quality/Durable Build/Version v298,furniture,https://images.unsplash.com/photo-1582875658?auto=format&fit=crop&w=500&q=80&sig=298,2963.62,2026-06-21 08:17:18,2026-07-01 14:31:03
299,Biography Model-299,High quality biography model-299 built for durability.,Experience premium performance with the Biography Model-299.,Premium Quality/Durable Build/Version v299,books,https://images.unsplash.com/photo-1537515305?auto=format&fit=crop&w=500&q=80&sig=299,1542.89,2026-06-29 05:38:33,2026-08-21 01:44:53
300,Standing Desk Model-300,High quality standing desk model-300 built for durability.,Experience premium performance with the Standing Desk Model-300.,Premium Quality/Durable Build/Version v300,furniture,https://images.unsplash.com/photo-1525417951?auto=format&fit=crop&w=500&q=80&sig=300,1604.24,2026-06-22 03:11:39,2026-08-03 03:05:59
